[2022-05-07 08:34:55,757: INFO/MainProcess] beat: Starting...
[2022-05-16 17:13:40,200: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/connection.py", line 668, in _connect
[2022-05-16 17:13:40,200: WARNING/MainProcess]     
[2022-05-16 17:13:40,200: WARNING/MainProcess] sock.connect(socket_address)
[2022-05-16 17:13:40,200: WARNING/MainProcess] ConnectionRefusedError
[2022-05-16 17:13:40,200: WARNING/MainProcess] : 
[2022-05-16 17:13:40,200: WARNING/MainProcess] [Errno 111] Connection refused
[2022-05-16 17:13:40,200: WARNING/MainProcess] 
During handling of the above exception, another exception occurred:
[2022-05-16 17:13:40,201: WARNING/MainProcess] Traceback (most recent call last):
[2022-05-16 17:13:40,201: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 446, in _reraise_as_library_errors
[2022-05-16 17:13:40,201: WARNING/MainProcess]     
[2022-05-16 17:13:40,201: WARNING/MainProcess] yield
[2022-05-16 17:13:40,201: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 433, in _ensure_connection
[2022-05-16 17:13:40,201: WARNING/MainProcess]     
[2022-05-16 17:13:40,201: WARNING/MainProcess] return retry_over_time(
[2022-05-16 17:13:40,201: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/utils/functional.py", line 312, in retry_over_time
[2022-05-16 17:13:40,201: WARNING/MainProcess]     
[2022-05-16 17:13:40,201: WARNING/MainProcess] return fun(*args, **kwargs)
[2022-05-16 17:13:40,201: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 877, in _connection_factory
[2022-05-16 17:13:40,201: WARNING/MainProcess]     
[2022-05-16 17:13:40,201: WARNING/MainProcess] self._connection = self._establish_connection()
[2022-05-16 17:13:40,201: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 812, in _establish_connection
[2022-05-16 17:13:40,202: WARNING/MainProcess]     
[2022-05-16 17:13:40,202: WARNING/MainProcess] conn = self.transport.establish_connection()
[2022-05-16 17:13:40,202: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/transport/virtual/base.py", line 949, in establish_connection
[2022-05-16 17:13:40,202: WARNING/MainProcess]     
[2022-05-16 17:13:40,202: WARNING/MainProcess] self._avail_channels.append(self.create_channel(self))
[2022-05-16 17:13:40,202: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/transport/virtual/base.py", line 927, in create_channel
[2022-05-16 17:13:40,202: WARNING/MainProcess]     
[2022-05-16 17:13:40,202: WARNING/MainProcess] channel = self.Channel(connection)
[2022-05-16 17:13:40,202: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/transport/redis.py", line 737, in __init__
[2022-05-16 17:13:40,202: WARNING/MainProcess]     
[2022-05-16 17:13:40,202: WARNING/MainProcess] self.client.ping()
[2022-05-16 17:13:40,202: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/commands/core.py", line 1053, in ping
[2022-05-16 17:13:40,203: WARNING/MainProcess]     
[2022-05-16 17:13:40,203: WARNING/MainProcess] return self.execute_command("PING", **kwargs)
[2022-05-16 17:13:40,203: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/client.py", line 1215, in execute_command
[2022-05-16 17:13:40,203: WARNING/MainProcess]     
[2022-05-16 17:13:40,203: WARNING/MainProcess] conn = self.connection or pool.get_connection(command_name, **options)
[2022-05-16 17:13:40,203: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/connection.py", line 1386, in get_connection
[2022-05-16 17:13:40,203: WARNING/MainProcess]     
[2022-05-16 17:13:40,203: WARNING/MainProcess] connection.connect()
[2022-05-16 17:13:40,203: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/connection.py", line 620, in connect
[2022-05-16 17:13:40,204: WARNING/MainProcess]     
[2022-05-16 17:13:40,204: WARNING/MainProcess] raise ConnectionError(self._error_message(e))
[2022-05-16 17:13:40,204: WARNING/MainProcess] redis.exceptions
[2022-05-16 17:13:40,204: WARNING/MainProcess] .
[2022-05-16 17:13:40,204: WARNING/MainProcess] ConnectionError
[2022-05-16 17:13:40,204: WARNING/MainProcess] : 
[2022-05-16 17:13:40,204: WARNING/MainProcess] Error 111 connecting to localhost:6379. Connection refused.
[2022-05-16 17:13:40,204: WARNING/MainProcess] 
The above exception was the direct cause of the following exception:
[2022-05-16 17:13:40,204: WARNING/MainProcess] Traceback (most recent call last):
[2022-05-16 17:13:40,204: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/bin/celery", line 8, in <module>
[2022-05-16 17:13:40,204: WARNING/MainProcess]     
[2022-05-16 17:13:40,204: WARNING/MainProcess] sys.exit(main())
[2022-05-16 17:13:40,204: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/__main__.py", line 15, in main
[2022-05-16 17:13:40,204: WARNING/MainProcess]     
[2022-05-16 17:13:40,204: WARNING/MainProcess] sys.exit(_main())
[2022-05-16 17:13:40,204: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/bin/celery.py", line 217, in main
[2022-05-16 17:13:40,205: WARNING/MainProcess]     
[2022-05-16 17:13:40,205: WARNING/MainProcess] return celery(auto_envvar_prefix="CELERY")
[2022-05-16 17:13:40,205: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/click/core.py", line 1130, in __call__
[2022-05-16 17:13:40,206: WARNING/MainProcess]     
[2022-05-16 17:13:40,206: WARNING/MainProcess] return self.main(*args, **kwargs)
[2022-05-16 17:13:40,206: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/click/core.py", line 1055, in main
[2022-05-16 17:13:40,206: WARNING/MainProcess]     
[2022-05-16 17:13:40,206: WARNING/MainProcess] rv = self.invoke(ctx)
[2022-05-16 17:13:40,206: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/click/core.py", line 1657, in invoke
[2022-05-16 17:13:40,206: WARNING/MainProcess]     
[2022-05-16 17:13:40,206: WARNING/MainProcess] return _process_result(sub_ctx.command.invoke(sub_ctx))
[2022-05-16 17:13:40,207: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/click/core.py", line 1404, in invoke
[2022-05-16 17:13:40,207: WARNING/MainProcess]     
[2022-05-16 17:13:40,207: WARNING/MainProcess] return ctx.invoke(self.callback, **ctx.params)
[2022-05-16 17:13:40,207: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/click/core.py", line 760, in invoke
[2022-05-16 17:13:40,207: WARNING/MainProcess]     
[2022-05-16 17:13:40,207: WARNING/MainProcess] return __callback(*args, **kwargs)
[2022-05-16 17:13:40,207: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/click/decorators.py", line 26, in new_func
[2022-05-16 17:13:40,207: WARNING/MainProcess]     
[2022-05-16 17:13:40,208: WARNING/MainProcess] return f(get_current_context(), *args, **kwargs)
[2022-05-16 17:13:40,208: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/bin/base.py", line 134, in caller
[2022-05-16 17:13:40,208: WARNING/MainProcess]     
[2022-05-16 17:13:40,208: WARNING/MainProcess] return f(ctx, *args, **kwargs)
[2022-05-16 17:13:40,208: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/bin/beat.py", line 72, in beat
[2022-05-16 17:13:40,208: WARNING/MainProcess]     
[2022-05-16 17:13:40,208: WARNING/MainProcess] return beat().run()
[2022-05-16 17:13:40,208: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/apps/beat.py", line 77, in run
[2022-05-16 17:13:40,208: WARNING/MainProcess]     
[2022-05-16 17:13:40,208: WARNING/MainProcess] self.start_scheduler()
[2022-05-16 17:13:40,208: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/apps/beat.py", line 105, in start_scheduler
[2022-05-16 17:13:40,209: WARNING/MainProcess]     
[2022-05-16 17:13:40,209: WARNING/MainProcess] service.start()
[2022-05-16 17:13:40,209: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/beat.py", line 645, in start
[2022-05-16 17:13:40,209: WARNING/MainProcess]     
[2022-05-16 17:13:40,209: WARNING/MainProcess] interval = self.scheduler.tick()
[2022-05-16 17:13:40,209: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/beat.py", line 357, in tick
[2022-05-16 17:13:40,209: WARNING/MainProcess]     
[2022-05-16 17:13:40,209: WARNING/MainProcess] self.apply_entry(entry, producer=self.producer)
[2022-05-16 17:13:40,209: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/utils/objects.py", line 30, in __get__
[2022-05-16 17:13:40,209: WARNING/MainProcess]     
[2022-05-16 17:13:40,209: WARNING/MainProcess] return super().__get__(instance, owner)
[2022-05-16 17:13:40,209: WARNING/MainProcess]   File "/usr/lib/python3.10/functools.py", line 981, in __get__
[2022-05-16 17:13:40,209: WARNING/MainProcess]     
[2022-05-16 17:13:40,209: WARNING/MainProcess] val = self.func(instance)
[2022-05-16 17:13:40,210: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/beat.py", line 498, in producer
[2022-05-16 17:13:40,210: WARNING/MainProcess]     
[2022-05-16 17:13:40,210: WARNING/MainProcess] return self.Producer(self._ensure_connected(), auto_declare=False)
[2022-05-16 17:13:40,210: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/beat.py", line 481, in _ensure_connected
[2022-05-16 17:13:40,210: WARNING/MainProcess]     
[2022-05-16 17:13:40,210: WARNING/MainProcess] return self.connection.ensure_connection(
[2022-05-16 17:13:40,210: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 381, in ensure_connection
[2022-05-16 17:13:40,210: WARNING/MainProcess]     
[2022-05-16 17:13:40,210: WARNING/MainProcess] self._ensure_connection(*args, **kwargs)
[2022-05-16 17:13:40,210: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 432, in _ensure_connection
[2022-05-16 17:13:40,210: WARNING/MainProcess]     
[2022-05-16 17:13:40,210: WARNING/MainProcess] with ctx():
[2022-05-16 17:13:40,210: WARNING/MainProcess]   File "/usr/lib/python3.10/contextlib.py", line 153, in __exit__
[2022-05-16 17:13:40,210: WARNING/MainProcess]     
[2022-05-16 17:13:40,210: WARNING/MainProcess] self.gen.throw(typ, value, traceback)
[2022-05-16 17:13:40,210: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 450, in _reraise_as_library_errors
[2022-05-16 17:13:40,211: WARNING/MainProcess]     
[2022-05-16 17:13:40,211: WARNING/MainProcess] raise ConnectionError(str(exc)) from exc
[2022-05-16 17:13:40,211: WARNING/MainProcess] kombu.exceptions
[2022-05-16 17:13:40,211: WARNING/MainProcess] .
[2022-05-16 17:13:40,211: WARNING/MainProcess] OperationalError
[2022-05-16 17:13:40,211: WARNING/MainProcess] : 
[2022-05-16 17:13:40,211: WARNING/MainProcess] Error 111 connecting to localhost:6379. Connection refused.
[2022-05-18 12:02:05,567: INFO/MainProcess] beat: Starting...
[2022-05-18 12:02:06,382: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 2.0 seconds...
[2022-05-18 12:02:08,384: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 4.0 seconds...
[2022-05-18 12:02:12,390: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 6.0 seconds...
[2022-05-18 12:02:18,396: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 8.0 seconds...
[2022-05-18 12:02:26,404: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 10.0 seconds...
[2022-05-18 12:02:36,415: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 12.0 seconds...
[2022-05-18 12:02:48,428: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 14.0 seconds...
[2022-05-18 12:03:02,440: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 16.0 seconds...
[2022-05-18 12:03:18,454: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 18.0 seconds...
[2022-05-18 12:03:36,473: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 20.0 seconds...
[2022-05-18 12:03:56,492: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 22.0 seconds...
[2022-05-18 12:04:18,510: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 24.0 seconds...
[2022-05-18 12:04:42,531: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 26.0 seconds...
[2022-05-18 12:05:08,554: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 28.0 seconds...
[2022-05-18 12:05:36,578: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 30.0 seconds...
[2022-05-18 12:06:06,607: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:06:38,632: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:07:10,660: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:07:42,687: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:08:14,716: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:08:46,746: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:09:18,774: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:09:50,799: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:10:22,829: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:10:54,859: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:11:26,886: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:11:58,913: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:12:30,941: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:13:02,969: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:13:34,997: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:14:07,024: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:14:39,053: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:15:11,086: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:15:43,115: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:16:15,141: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:16:47,169: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:17:19,199: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:17:51,228: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:18:23,252: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:18:55,279: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:19:27,305: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:19:59,335: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:20:31,363: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:21:03,392: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:21:35,417: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:22:07,444: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:22:39,469: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:23:11,499: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:23:43,525: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:24:15,553: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:24:47,579: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:25:19,605: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:25:51,635: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:26:23,662: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:26:55,691: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:27:27,717: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:27:59,746: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:28:31,775: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:29:03,805: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:29:35,832: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:30:07,858: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:30:39,884: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:31:11,912: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:31:43,940: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:32:15,968: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:32:47,994: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:33:20,020: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:33:52,049: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:34:24,074: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:34:56,101: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:35:28,130: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:36:00,158: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:36:32,184: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:37:04,211: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:37:36,238: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:38:08,271: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:38:40,296: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:39:12,325: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:39:44,353: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:40:16,382: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:40:48,408: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:41:20,436: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:41:52,463: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:42:24,491: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:42:56,518: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:43:28,545: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:44:00,573: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:44:32,600: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:45:04,626: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:45:36,656: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:46:08,681: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:46:40,708: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:47:12,735: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:47:44,764: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:48:16,794: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-18 12:48:48,821: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
